Customer ID,Account Name,Billing Cycle,Enterprise Project Name,Enterprise Project ID,Resource ID,Resource Name,Resource Tag,Service Type Code,Service Type Name,Resource Type Code,Resource Type Name,Offering Instance ID,Offering Instance Name,Specifications Code,Specifications Name,Specifications Description,Specifications Size,Specifications Measure ID,Specifications Measure Name,Region Code,Region Name,Usage Type Code,Usage,Usage Measure,Billing Mode,Reservation Status,Amount(AED),Test Coupon Used(AED),Consumption Payment(AED),Payment Amount(AED),Avg CPU Utilization,Volume Attached
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Mar 2023,default,0,bandwidth-01,ABGW-bandwidth-01,,hws.service.type.vpc,Virtual Private Cloud,hws.resource.type.bandwidth,Bandwidth,OFFI535300000000009002,Dynamic BGP|Traffic Bandwidth Ondemand,12_bgp,Dynamic BGP|Traffic Bandwidth,Dynamic BGP|Traffic Bandwidth,,,,ae-ad-1,UAE-Abu Dhabi,upflow,1,Byte,On Demand,Unreserved,205.7544,0,205.7544,205.7544,,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Apr 2023,web-platform,0,ecs-idle-01,ecs-idle-01,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000000003,Normal|s6.large.2|2vCPUs|4GB|linux Ondemand,s6.large.2.linux,Normal|s6.large.2|2vCPUs|4GB|linux,Normal|s6.large.2|2vCPUs|4GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,197.1755,0,197.1755,197.1755,1.8,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Apr 2023,web-platform,0,ecs-web-02,ecs-web-02,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000001003,Normal|s6.large.4|2vCPUs|8GB|linux Ondemand,s6.large.4.linux,Normal|s6.large.4|2vCPUs|8GB|linux,Normal|s6.large.4|2vCPUs|8GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,2457.9008,0,2457.9008,2457.9008,51.8,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Apr 2023,data-etl,0,ecs-batch-03,ecs-batch-03,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000002003,Normal|s6.xlarge.4|4vCPUs|16GB|linux Ondemand,s6.xlarge.4.linux,Normal|s6.xlarge.4|4vCPUs|16GB|linux,Normal|s6.xlarge.4|4vCPUs|16GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,3902.6501,0,3902.6501,3902.6501,15.4,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Apr 2023,web-platform,0,ecs-api-04,ecs-api-04,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000003003,Normal|s6.large.4|2vCPUs|8GB|linux Yearly/Monthly,s6.large.4.linux,Normal|s6.large.4|2vCPUs|8GB|linux,Normal|s6.large.4|2vCPUs|8GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,Yearly/Monthly,Reserved,2059.1283,0,2059.1283,2059.1283,62.2,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Apr 2023,default,0,ecs-legacy-05,ecs-legacy-05,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000004003,Normal|s6.medium.2|1vCPUs|2GB|linux Ondemand,s6.medium.2.linux,Normal|s6.medium.2|1vCPUs|2GB|linux,Normal|s6.medium.2|1vCPUs|2GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,174.0572,0,174.0572,174.0572,0.9,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Apr 2023,web-platform,0,evs-orphan-01,evs-orphan-01,,hws.service.type.ebs,Elastic Volume Service,hws.resource.type.volume,Elastic Volume Service,OFFI535300000000005003,High IO Ondemand,SAS,High IO,High IO,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,271.0048,0,271.0048,271.0048,,False
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Apr 2023,web-platform,0,evs-active-02,evs-active-02,,hws.service.type.ebs,Elastic Volume Service,hws.resource.type.volume,Elastic Volume Service,OFFI535300000000006003,High IO Ondemand,SAS,High IO,High IO,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,340.9897,0,340.9897,340.9897,,True
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Apr 2023,web-platform,0,rds-prod-01,rds-prod-01,,hws.service.type.rds,Relational Database Service,hws.resource.type.rds,Relational Database Service,OFFI535300000000007003,rds.pg.c6.large Ondemand,rds.pg.c6.large,rds.pg.c6.large|2vCPUs|8GB,rds.pg.c6.large|2vCPUs|8GB,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,4406.6904,0,4406.6904,4406.6904,,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Apr 2023,web-platform,0,obs-assets-01,obs-assets-01,,hws.service.type.obs,Object Storage Service,hws.resource.type.obs,Cloud Storage,OFFI535300000000008003,Object Storage Service Ondemand,0,Object Storage Service,Object Storage Service,,,,ae-ad-1,UAE-Abu Dhabi,size,1,GB,On Demand,Unreserved,494.1804,0,494.1804,494.1804,,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Apr 2023,default,0,bandwidth-01,ABGW-bandwidth-01,,hws.service.type.vpc,Virtual Private Cloud,hws.resource.type.bandwidth,Bandwidth,OFFI535300000000009003,Dynamic BGP|Traffic Bandwidth Ondemand,12_bgp,Dynamic BGP|Traffic Bandwidth,Dynamic BGP|Traffic Bandwidth,,,,ae-ad-1,UAE-Abu Dhabi,upflow,1,Byte,On Demand,Unreserved,202.7651,0,202.7651,202.7651,,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,May 2023,web-platform,0,ecs-idle-01,ecs-idle-01,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000000004,Normal|s6.large.2|2vCPUs|4GB|linux Ondemand,s6.large.2.linux,Normal|s6.large.2|2vCPUs|4GB|linux,Normal|s6.large.2|2vCPUs|4GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,207.7737,0,207.7737,207.7737,2.0,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,May 2023,web-platform,0,ecs-web-02,ecs-web-02,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000001004,Normal|s6.large.4|2vCPUs|8GB|linux Ondemand,s6.large.4.linux,Normal|s6.large.4|2vCPUs|8GB|linux,Normal|s6.large.4|2vCPUs|8GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,2465.1616,0,2465.1616,2465.1616,66.5,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,May 2023,data-etl,0,ecs-batch-03,ecs-batch-03,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000002004,Normal|s6.xlarge.4|4vCPUs|16GB|linux Ondemand,s6.xlarge.4.linux,Normal|s6.xlarge.4|4vCPUs|16GB|linux,Normal|s6.xlarge.4|4vCPUs|16GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,3746.1174,0,3746.1174,3746.1174,14.8,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,May 2023,web-platform,0,ecs-api-04,ecs-api-04,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000003004,Normal|s6.large.4|2vCPUs|8GB|linux Yearly/Monthly,s6.large.4.linux,Normal|s6.large.4|2vCPUs|8GB|linux,Normal|s6.large.4|2vCPUs|8GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,Yearly/Monthly,Reserved,2145.996,0,2145.996,2145.996,70.9,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,May 2023,default,0,ecs-legacy-05,ecs-legacy-05,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000004004,Normal|s6.medium.2|1vCPUs|2GB|linux Ondemand,s6.medium.2.linux,Normal|s6.medium.2|1vCPUs|2GB|linux,Normal|s6.medium.2|1vCPUs|2GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,178.2552,0,178.2552,178.2552,1.0,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,May 2023,web-platform,0,evs-orphan-01,evs-orphan-01,,hws.service.type.ebs,Elastic Volume Service,hws.resource.type.volume,Elastic Volume Service,OFFI535300000000005004,High IO Ondemand,SAS,High IO,High IO,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,247.012,0,247.012,247.012,,False
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,May 2023,web-platform,0,evs-active-02,evs-active-02,,hws.service.type.ebs,Elastic Volume Service,hws.resource.type.volume,Elastic Volume Service,OFFI535300000000006004,High IO Ondemand,SAS,High IO,High IO,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,295.393,0,295.393,295.393,,True
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,May 2023,web-platform,0,rds-prod-01,rds-prod-01,,hws.service.type.rds,Relational Database Service,hws.resource.type.rds,Relational Database Service,OFFI535300000000007004,rds.pg.c6.large Ondemand,rds.pg.c6.large,rds.pg.c6.large|2vCPUs|8GB,rds.pg.c6.large|2vCPUs|8GB,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,3897.3528,0,3897.3528,3897.3528,,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,May 2023,web-platform,0,obs-assets-01,obs-assets-01,,hws.service.type.obs,Object Storage Service,hws.resource.type.obs,Cloud Storage,OFFI535300000000008004,Object Storage Service Ondemand,0,Object Storage Service,Object Storage Service,,,,ae-ad-1,UAE-Abu Dhabi,size,1,GB,On Demand,Unreserved,482.6858,0,482.6858,482.6858,,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,May 2023,default,0,bandwidth-01,ABGW-bandwidth-01,,hws.service.type.vpc,Virtual Private Cloud,hws.resource.type.bandwidth,Bandwidth,OFFI535300000000009004,Dynamic BGP|Traffic Bandwidth Ondemand,12_bgp,Dynamic BGP|Traffic Bandwidth,Dynamic BGP|Traffic Bandwidth,,,,ae-ad-1,UAE-Abu Dhabi,upflow,1,Byte,On Demand,Unreserved,199.4475,0,199.4475,199.4475,,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Jun 2023,web-platform,0,ecs-idle-01,ecs-idle-01,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000000005,Normal|s6.large.2|2vCPUs|4GB|linux Ondemand,s6.large.2.linux,Normal|s6.large.2|2vCPUs|4GB|linux,Normal|s6.large.2|2vCPUs|4GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,187.2728,0,187.2728,187.2728,1.7,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Jun 2023,web-platform,0,ecs-web-02,ecs-web-02,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000001005,Normal|s6.large.4|2vCPUs|8GB|linux Ondemand,s6.large.4.linux,Normal|s6.large.4|2vCPUs|8GB|linux,Normal|s6.large.4|2vCPUs|8GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,2586.0784,0,2586.0784,2586.0784,63.8,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Jun 2023,data-etl,0,ecs-batch-03,ecs-batch-03,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000002005,Normal|s6.xlarge.4|4vCPUs|16GB|linux Ondemand,s6.xlarge.4.linux,Normal|s6.xlarge.4|4vCPUs|16GB|linux,Normal|s6.xlarge.4|4vCPUs|16GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,3956.632,0,3956.632,3956.632,14.0,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Jun 2023,web-platform,0,ecs-api-04,ecs-api-04,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000003005,Normal|s6.large.4|2vCPUs|8GB|linux Yearly/Monthly,s6.large.4.linux,Normal|s6.large.4|2vCPUs|8GB|linux,Normal|s6.large.4|2vCPUs|8GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,Yearly/Monthly,Reserved,2097.8427,0,2097.8427,2097.8427,64.1,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Jun 2023,default,0,ecs-legacy-05,ecs-legacy-05,,hws.service.type.ec2,Elastic Cloud Server,hws.resource.type.vm,Cloud Host,OFFI535300000000004005,Normal|s6.medium.2|1vCPUs|2GB|linux Ondemand,s6.medium.2.linux,Normal|s6.medium.2|1vCPUs|2GB|linux,Normal|s6.medium.2|1vCPUs|2GB|linux,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,187.9089,0,187.9089,187.9089,1.1,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Jun 2023,web-platform,0,evs-orphan-01,evs-orphan-01,,hws.service.type.ebs,Elastic Volume Service,hws.resource.type.volume,Elastic Volume Service,OFFI535300000000005005,High IO Ondemand,SAS,High IO,High IO,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,280.7153,0,280.7153,280.7153,,False
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Jun 2023,web-platform,0,evs-active-02,evs-active-02,,hws.service.type.ebs,Elastic Volume Service,hws.resource.type.volume,Elastic Volume Service,OFFI535300000000006005,High IO Ondemand,SAS,High IO,High IO,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,318.1406,0,318.1406,318.1406,,True
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Jun 2023,web-platform,0,rds-prod-01,rds-prod-01,,hws.service.type.rds,Relational Database Service,hws.resource.type.rds,Relational Database Service,OFFI535300000000007005,rds.pg.c6.large Ondemand,rds.pg.c6.large,rds.pg.c6.large|2vCPUs|8GB,rds.pg.c6.large|2vCPUs|8GB,,,,ae-ad-1,UAE-Abu Dhabi,Duration,1,Second,On Demand,Unreserved,4395.8374,0,4395.8374,4395.8374,,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Jun 2023,web-platform,0,obs-assets-01,obs-assets-01,,hws.service.type.obs,Object Storage Service,hws.resource.type.obs,Cloud Storage,OFFI535300000000008005,Object Storage Service Ondemand,0,Object Storage Service,Object Storage Service,,,,ae-ad-1,UAE-Abu Dhabi,size,1,GB,On Demand,Unreserved,466.9631,0,466.9631,466.9631,,
8f3c1a2b4e5d6f7a8b9c0d1e2f3a4b5c,Contoso,Jun 2023,default,0,bandwidth-01,ABGW-bandwidth-01,,hws.service.type.vpc,Virtual Private Cloud,hws.resource.type.bandwidth,Bandwidth,OFFI535300000000009005,Dynamic BGP|Traffic Bandwidth Ondemand,12_bgp,Dynamic BGP|Traffic Bandwidth,Dynamic BGP|Traffic Bandwidth,,,,ae-ad-1,UAE-Abu Dhabi,upflow,1,Byte,On Demand,Unreserved,221.5432,0,221.5432,221.5432,,
